"source","avg_ratio","cum_ratio","CH4_kg_m3_year","CH4_A_kg_m3_year","CH4_g_pig_day","CH4_kg_m3_excreted","CO2_kg_m3_year","CO2_kg_m2_year","C_loss_resp","C_loss_urea"
"barn",0.161619101418125,0.164267677222584,17.8326566517578,42.4228705298697,5.3251424309985,2.76267954741397,248.930513788638,37.9472351611536,0.291350467946778,0.315944742986092
"storage",0.385853671618826,0.471383192661794,7.31959190589396,7.09196549930529,18.2914770566405,9.4896033695191,22.5216780909588,41.0852103864766,0.0756172639964207,0.000694693985336348
