"type","id","Vmax","KO2","time","slurry","flux_g_O2_m2_day","flux_g_CO2_m2_day"
"model","32",0.0697210127163033,0.0338114093371331,0.0833333333333333,"Pig 4",21.5685877475781,7.11763395670076
"model","33",0.123304931015326,0.0820051262301527,0.0833333333333333,"Pig 4",25.1414527960034,8.29667942268112
"model","34",0.0162042659968248,0.1,0.0833333333333333,"Pig 5",8.77711132902045,2.89644673857675
"model","35",0.387605697800689,0.1,0.0833333333333333,"Pig 5",42.3271938650213,13.967973975457
"model","36",0.141901113460751,0.1,0.0833333333333333,"Pig 5",25.5685320260214,8.43761556858707
"model","43",4.85469912848744,0.000169136398909746,1.08333333333333,"Pig 3",210.317162017795,69.4046634658722
"model","44",4.32334494157416,0.000179157171313604,1.08333333333333,"Pig 3",198.634100405143,65.549253133697
"model","45",5.42262259356911,0.000154206153951328,1.08333333333333,"Pig 3",222.345133485629,73.3738940502576
"model","46",1.13122995959575,0.000501097500447025,1.08333333333333,"Pig 5",100.598075127605,33.1973647921098
"model","47",2.0804506339813,0.014803066110931,1.08333333333333,"Pig 5",126.478250490478,41.7378226618577
"model","48",0.781390764128013,0.000567998551577076,1.08333333333333,"Pig 5",83.9096735371433,27.6901922672573
"model","54",0.27696701158738,0.00233563841254372,2.08333333333333,"Pig 5",48.4794750778937,15.9982267757049
"model","55",0.44537662987188,0.000875106083320412,2.08333333333333,"Pig 5",62.0975120423676,20.4921789739813
"model","56",0.00477868585978616,1e-04,2.08333333333333,"Pig 5",6.61442063695195,2.18275881019414
"model","57",0.462273059818251,0.000808805894068347,2.08333333333333,"Pig 4",64.5345064405062,21.2963871253671
"model","58",0.404455711832482,0.00104675975353005,2.08333333333333,"Pig 3",60.1655028915586,19.8546159542143
"model","59",5.71203355343928,0.000147273093783647,2.08333333333333,"Pig 3",227.269410011368,74.9989053037514
"model","60",3.18960733522965,0.000223368025439198,2.08333333333333,"Pig 3",169.341035252939,55.88254163347
"model","67",0.859592264958122,0.000685663218368419,3.08333333333333,"Pig 5",88.0365665176162,29.0520669508134
"model","68",0.615878828422003,0.00240211317065192,3.08333333333333,"Pig 5",70.9579038614134,23.4161082742664
"model","69",0.577303924748986,0.000765504458702198,3.08333333333333,"Pig 5",69.6809217440734,22.9947041755442
"model","72",0.910994598024515,0.0771875993405179,3.08333333333333,"Pig 3",69.06552905014,22.7916245865462
"model","73",0.847985742618406,0.000561598068429857,3.08333333333333,"Pig 3",84.2763048966699,27.8111806159011
