"","temp","gas","CH4_mean","CH4_sd","CO2_mean","CO2_sd"
"1","10","air",9.51150666806257,2.2611198150017,24.5732910218145,1.72027141605631
"2","10","n2",10.5080060303564,0.878056307600089,16.8386582762252,3.60422619535028
"3","20","air",2.49012249178776,0.423934594118724,11.7334311995344,1.75953496965944
"4","20","n2",3.7426853691951,0.473369025726549,11.4226840389313,1.65457511868173
