"r","KO2","id","slurry","time","Cair"
"0.00530300020287986","0.0969954134542889","3","Cattle 1","0.0180555555555556","0.218959186260517"
"0.00371143711947715","0.022199572965921","4","Cattle 1","0.0263888888888889","0.219467984713041"
"0.00337048513864307","0.0999109556930846","8","Cattle 1","0.109722222222222","0.212369384765625"
"0.00368100840590819","0.1","7","Cattle 1","0.114583333333333","0.214910841721755"
"0.00304334084889232","0.1","6","Cattle 1","0.119444444444444","0.206353525015024"
"0.00371105973165269","0.1","5","Cattle 1","0.125694444444444","0.212441993126502"
"0.00203138208652735","0.0293407405665673","9","Cattle 1","0.270138888888889","0.189603294959435"
"0.00279674843662984","0.0257119749834542","10","Cattle 1","0.276388888888889","0.199824969951923"
"0.166052084448031","0.021422180343746","1","Cattle 1","1.00833333333333","0.200776132436899"
"0.0850666744876773","0.0064085388921254","2","Cattle 1","1.01375","0.20072026179387"
"0.00123955148401129","1e-04","30","Cattle 2","0.0833333333333333","0.21"
"0.00117970438594212","1e-04","31","Cattle 2","0.0833333333333333","0.2095959455382"
"0.355468492768924","0.000977178571289562","49","Cattle 2","1.08333333333333","0.21"
"0.741987690130911","0.000609760877989665","50","Cattle 2","1.08333333333333","0.204433971719664"
"0.721376269574425","0.00061634019777554","51","Cattle 2","1.08333333333333","0.205268576649015"
"0.100282990280961","0.00598590737586843","52","Cattle 2","2.08333333333333","0.21"
"0.2071844569557","0.1","53","Cattle 2","2.08333333333333","0.204675907110749"
"0.0142580396868021","0.0018875888956852","70","Cattle 2","3.08333333333333","0.21"
"0.0148259190756911","0.0131204760528202","71","Cattle 2","3.08333333333333","0.199405644867074"
"0.00130103636549658","0.00358671666463962","37","Cattle 3","0.0833333333333333","0.21"
"0.0012388356345699","0.000717211137242136","38","Cattle 3","0.0833333333333333","0.20838117267988"
"0.00120129915227268","1e-04","39","Cattle 3","0.0833333333333333","0.199963936251488"
"0.0020066532976465","0.0316870879644889","40","Cattle 3","1.08333333333333","0.21"
"0.00247591834062902","0.0457942951017287","41","Cattle 3","1.08333333333333","0.209222863291903"
"0.00220524363182168","0.0282741315977994","42","Cattle 3","1.08333333333333","0.208955932107171"
"0.389040842022559","0.000947688490806717","61","Cattle 3","2.08333333333333","0.21"
"0.437024937239906","0.00168303164990874","62","Cattle 3","2.08333333333333","0.203043841050534"
"0.388218239472664","0.000241891375743941","63","Cattle 3","2.08333333333333","0.205812494686428"
"0.464293793879177","0.0516897204055322","64","Cattle 3","3.08333333333333","0.21"
"0.122187704236675","0.00502084965466304","65","Cattle 3","3.08333333333333","0.191025475055719"
"0.256725080074465","0.0237739091809479","66","Cattle 3","3.08333333333333","0.186502445430403"
"0.374452003439397","0.0128839418386997","18","Pig 1","0.000540123456790123","0.207207688551683"
"0.00393634868840694","0.0053037145308125","17","Pig 1","0.00347222222222222","0.208441068209135"
"0.00290509102674747","0.000991143160907764","16","Pig 1","0.00833333333333333","0.209243844839243"
"0.00260777576898918","0.000732081776589798","15","Pig 1","0.0131944444444444","0.210626314603365"
"0.00750157313404169","0.0171333508208276","14","Pig 1","0.0291666666666667","0.208607224684495"
"0.0062970620063665","0.00186633590971888","13","Pig 1","0.0486111111111111","0.207654771071214"
