"","temp...1","gas...2","cum_CH4","cum_CO2","temp...5","gas...6","sd_CH4","sd_CO2"
"1",10,"air",0.668364142747417,50.0634082521351,10,"air",0.0545390581280754,1.96802107797183
"2",10,"n2",0.250755260070979,6.20594204207788,10,"n2",0.011360295841217,0.310928019596846
"3",20,"air",6.90253100692874,74.3871507745503,20,"air",0.252153173539538,3.23616527785343
"4",20,"n2",7.50144752354424,21.8358435998291,20,"n2",0.717496166882132,1.08232513044531
